"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-02","70","81","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-03","66","73","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-04","62","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-05","62","73","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-06","62","68","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-07","59","63","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-08","59","66","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-09","58","64","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-10","59","66","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-11","60","71","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-12","59","66","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-13","60","73","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-14","62","76","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-15","62","79","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-16","64","75","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-17","65","75","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-18","63","70","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-19","61","70","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-20","62","73","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-21","62","73","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-22","64","79","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-23","64","70","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-24","63","70","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-25","63","76","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-26","64","70","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-27","62","69","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-28","62","72","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-29","63","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-30","62","74","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-31","63","70","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-01","63","72","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-02","62","67","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-03","62","67","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-04","62","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-05","63","75","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-06","65","77","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-07","67","80","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-08","64","75","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-09","65","75","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-10","65","81","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-11","67","78","62"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-12","66","75","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-13","65","78","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-14","66","74","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-15","67","80","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-16","66","77","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-17","66","75","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-18","68","80","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-19","67","77","62"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-20","68","89","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-21","70","75","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-22","71","78","64"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-23","70","89","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-24","74","82","64"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-25","68","72","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-26","63","69","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-27","63","70","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-28","65","74","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-29","65","76","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-30","70","91","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-31","68","76","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-01","65","71","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-02","67","74","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-03","67","75","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-04","65","70","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-05","65","75","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-06","64","76","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-07","65","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-08","63","76","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-09","63","74","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-10","62","74","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-11","65","72","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-12","65","74","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-13","64","74","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-14","63","74","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-15","65","73","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-16","66","73","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-17","67","75","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-18","67","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-19","65","73","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-20","63","73","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-21","64","74","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-22","64","70","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-23","62","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-24","62","73","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-25","66","77","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-26","70","77","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-27","67","76","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-28","65","74","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-29","64","70","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-30","63","67","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-01","63","74","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-02","61","74","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-03","62","75","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-04","70","90","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-05","76","92","65"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-06","77","92","66"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-07","76","91","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-08","65","69","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-09","62","74","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-10","67","73","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-11","65","71","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-12","63","77","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-13","64","74","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-14","66","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-15","66","77","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-16","63","76","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-17","66","77","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-18","65","86","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-19","72","88","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-20","66","73","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-21","64","72","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-22","65","70","62"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-23","65","72","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-24","62","71","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-25","61","68","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-26","59","67","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-27","57","65","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-28","58","70","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-29","63","74","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-30","60","74","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-10-31","60","74","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-01","61","73","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-02","63","76","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-03","66","79","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-04","66","75","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-05","63","72","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-06","66","70","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-07","62","66","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-08","59","75","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-09","57","66","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-10","57","71","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-11","60","71","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-12","60","70","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-13","60","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-14","62","73","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-15","62","68","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-16","62","69","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-17","62","65","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-18","62","65","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-19","58","63","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-20","59","69","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-21","57","64","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-22","56","67","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-23","60","70","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-24","59","63","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-25","55","64","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-26","55","62","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-27","53","65","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-28","54","62","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-29","57","63","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-11-30","58","63","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-01","56","62","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-02","58","64","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-03","59","65","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-04","57","63","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-05","56","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-06","58","64","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-07","57","63","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-08","52","59","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-09","53","61","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-10","52","59","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-11","52","63","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-12","57","61","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-13","54","63","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-14","54","60","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-15","54","63","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-16","55","64","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-17","56","59","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-18","56","64","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-19","62","65","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-20","59","60","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-21","58","62","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-22","57","63","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-23","54","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-24","51","57","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-25","51","60","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-26","53","58","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-27","57","61","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-28","58","63","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-29","60","65","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-30","57","62","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-12-31","54","58","49"
